일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),"Label(Swell : 1, non-Swell : 0)"
42255.95833,21.9,3,2.2,1.5,6,0
42256,21.9,3.1,2.2,1.4,6.2,0
42256.04167,21.8,3.7,2.4,1.4,6.3,0
42256.08333,21.8,3.9,2.6,1.6,6.3,0
42256.125,21.8,3.2,2.5,1.6,6.4,0
42256.16667,21.8,3.6,2.5,1.6,6.6,0
42256.20833,21.8,3.2,2.3,1.5,6.3,0
42256.25,21.8,3.1,2.4,1.5,6.4,0
42256.29167,21.8,3.1,2.4,1.5,6.8,0
42256.33333,21.8,3.6,2.8,1.7,7,0
42256.375,21.8,3.6,2.6,1.6,7,0
42256.41667,21.8,3.6,2.8,1.7,7.1,0
42256.45833,21.8,3.6,2.6,1.6,7,0
42256.5,21.8,4.1,2.9,1.8,7.5,0
42256.54167,21.8,4.5,3,1.8,7.1,0
42256.58333,21.8,4.1,2.7,1.7,7.1,0
42256.625,21.8,4,2.8,1.7,7.4,0
42256.66667,21.8,4.2,2.8,1.8,7.3,1
42256.70833,21.7,3.4,2.9,1.9,7.4,1
42256.75,21.7,3.7,2.8,1.8,7.3,1
42256.79167,21.7,4.5,2.9,1.8,7.2,1
42256.83333,21.6,3.7,2.6,1.6,7.4,1
42256.875,21.7,3.5,2.7,1.7,7.6,1
42256.91667,21.7,3.6,2.5,1.6,7.4,1
42256.95833,21.6,3.2,2.6,1.6,7.8,1
42257,21.6,3.4,2.2,1.3,7.6,1
42257.04167,21.6,2.7,2.1,1.4,7.6,1
42257.08333,21.6,3.2,2.3,1.4,7.7,1
42257.125,21.6,3.1,2.2,1.4,7.4,1
42257.16667,21.6,3,2,1.2,7.3,1
42257.20833,21.5,3.2,2,1.2,7.4,1
42257.25,21.5,2.7,1.9,1.2,7.4,1
42257.29167,21.5,2.6,2.2,1.3,7.8,1
42257.375,21.6,3.1,2.3,1.4,8,1
42257.41667,21.7,2.6,2.2,1.4,8.6,1
42257.45833,21.7,2.7,2.2,1.4,8.7,1
42257.5,22,2.9,2,1.3,8.9,1
42257.54167,22.1,2.8,2.1,1.4,8.7,1
42257.58333,22.1,2.6,2,1.2,8.9,1
42257.625,22.6,3,2.3,1.4,9.2,1
42257.66667,22.7,2.4,2,1.3,9,1
42257.70833,22.9,2.6,2,1.2,9,1
42257.75,22.9,2.2,1.7,1.1,8.4,1
42257.79167,22.8,2.2,2,1.2,9,1
42257.83333,22.8,2.2,1.7,1.1,8.4,1
42257.875,22.8,2.5,1.8,1.1,9.3,1
42257.91667,22.8,2.3,1.8,1.1,9.3,1
42257.95833,22.8,2.1,1.7,1.1,9,1
42258,22.7,2.5,1.7,1.1,9.1,1
42258.04167,22.7,2.6,2.1,1.2,9.7,1
42258.08333,22.7,2.9,2,1.2,9.3,1
42258.125,22.7,2.1,1.7,1.1,9.5,1
42258.16667,22.7,2.4,1.9,1.1,9.1,1
42258.20833,22.7,2.5,1.9,1.2,9.2,1
42258.25,22.7,2.4,1.8,1.1,9.1,1
42258.29167,22.7,2.1,1.7,1.1,8.8,1
42258.33333,22.7,1.9,1.6,1.1,8.5,1
42258.375,22.7,2.4,1.7,1,8.8,1
42258.41667,22.8,2.1,1.8,1.1,8.6,1
42258.45833,23,1.9,1.6,1,8.9,1
42258.5,22.9,2.2,1.6,1,8.4,1
42258.54167,23,2.1,1.6,0.9,8.6,1
42258.58333,23,2.2,1.5,1,8.6,1
42258.625,22.5,2.2,1.6,1,9.4,1
42258.66667,22.4,2,1.6,1,8.7,1
42258.70833,22.4,2.5,1.8,1,9.3,1
42258.75,22.5,2.2,1.6,0.9,8.9,1
42258.79167,22.5,2.2,1.6,1,9,1
42258.83333,22.4,2.3,1.5,0.9,9.1,1
42258.875,22.5,1.5,1.4,0.8,8.9,0
42258.91667,22.4,2,1.6,1,9.3,0
42258.95833,22.4,1.9,1.7,1.1,8.9,0
42259,22.4,2.2,1.6,1,9,0
42259.04167,22.4,2.3,1.8,1.1,8.6,0
42259.08333,22.3,1.9,1.5,1,8.7,0
42259.125,22.3,2.4,1.7,1.1,8.3,0
42259.16667,22.3,1.9,1.6,1,8.5,0
42259.20833,22.2,2.2,1.5,1,8.7,0
42259.25,22.1,1.5,1.3,0.8,7.7,0
42259.29167,22.4,1.8,1.3,0.8,8.2,0
42259.33333,22.4,1.5,1.1,0.7,8.1,0
42259.375,22.3,1.5,1.1,0.7,8.2,0
42259.41667,22.2,1.3,0.9,0.6,7.4,0
42259.45833,22.3,1.5,1,0.6,7.5,0
42259.5,22.3,1.4,1,0.6,7.5,0
42259.54167,22.3,1.3,1,0.6,7.4,0
42259.58333,22.3,1.2,1,0.6,7.6,0
42259.625,22.3,1.2,0.9,0.6,7.4,0
42259.66667,22.2,1.2,0.9,0.6,7.4,0
42259.70833,22.2,1.1,0.9,0.6,7.4,0
42259.75,22.3,1.1,0.8,0.5,7.4,0
42259.79167,22.2,1,0.8,0.5,7.3,0
42259.83333,22.2,1.1,0.8,0.5,7.3,0
42259.875,22.1,1.1,1,0.6,7.1,0
42259.91667,22.1,1.4,0.9,0.6,6.7,0
42259.95833,22,1.3,1.1,0.7,6.9,0
42260,21.9,1.4,1,0.6,6.6,0
42260.04167,21.9,1.5,1,0.6,6.7,0
42260.08333,21.9,1.4,1,0.7,6.9,0
42260.125,21.8,1.3,1,0.6,6.8,0
42260.16667,21.8,1.2,0.9,0.6,6.6,0
42260.20833,21.8,1.2,0.9,0.5,6.5,0
42260.25,21.8,0.9,0.8,0.5,6.3,0
42260.29167,21.8,1,0.7,0.4,6.3,0
42260.33333,21.8,0.9,0.7,0.4,6.2,0
42260.375,21.9,0.9,0.6,0.4,6.2,0
42260.41667,21.9,0.9,0.6,0.3,6.1,0
42260.45833,22,0.7,0.6,0.4,6.1,0
42260.5,22,0.8,0.6,0.4,6,0
42260.54167,22.1,0.8,0.6,0.4,5.9,0
42260.58333,22.1,0.7,0.5,0.3,5.8,0
42260.625,22.3,0.8,0.5,0.3,5.7,0
42260.66667,22.3,0.6,0.5,0.3,5.8,0
42260.70833,22.3,0.6,0.5,0.3,5.8,0
42260.75,22.2,0.7,0.5,0.3,5.9,0
42260.79167,22.3,0.6,0.5,0.3,5.6,0
42260.83333,22.2,0.7,0.5,0.3,5.6,0
42260.875,22.1,0.7,0.5,0.3,5.4,0
42260.91667,22,0.7,0.4,0.3,5.5,0
42260.95833,22,0.6,0.5,0.3,5.3,0
42261,22,0.7,0.5,0.3,5.2,0
42261.04167,22,0.6,0.4,0.3,4.9,0
42261.08333,22,0.6,0.4,0.2,5.1,0
42261.125,22,0.5,0.4,0.2,5,0
42261.16667,21.9,0.5,0.3,0.2,4.8,0
42261.20833,21.9,0.5,0.4,0.2,5.1,0
42261.25,21.9,0.5,0.4,0.2,4.8,0
42261.29167,21.9,0.4,0.3,0.2,4.9,0
42261.33333,21.9,0.4,0.3,0.2,4.6,0
42261.375,22,0.4,0.3,0.2,4.7,0
42261.41667,22.1,0.4,0.3,0.2,4.3,0
42261.45833,22.3,0.4,0.3,0.2,4.4,0
42261.5,22.3,0.4,0.3,0.2,4.6,0
42261.54167,22.4,0.4,0.3,0.2,4.2,0
42261.58333,22.5,0.4,0.3,0.2,4.1,0
42261.625,22.4,0.4,0.3,0.2,3.9,0
42261.66667,22.5,0.5,0.3,0.2,3.5,0
42261.70833,22.7,0.5,0.4,0.3,3.5,0
42261.75,22.6,0.7,0.4,0.3,3.7,0
42261.79167,22.5,0.7,0.5,0.3,3.4,0
42261.83333,22.4,0.8,0.5,0.3,3.5,0
42261.875,22.1,0.8,0.6,0.4,3.5,0
42261.91667,22.1,0.9,0.6,0.4,3.7,0
42261.95833,22.1,0.9,0.7,0.4,3.8,0
42262,22.1,0.9,0.7,0.5,3.8,0
42262.04167,22.1,1.1,0.8,0.5,4.1,0
42262.08333,22.1,1.3,0.9,0.6,4.2,0
42262.125,22,1.1,0.9,0.6,4.5,0
42262.16667,22,1.5,1,0.7,4.9,0
42262.20833,22,1.4,1.1,0.7,5,0
42262.25,22,1.3,1,0.7,5.1,0
42262.29167,21.9,1.7,1.2,0.8,5.1,0
42262.33333,21.9,1.6,1.2,0.8,5.2,0
42262.375,22,1.6,1.2,0.8,5.3,0
42262.41667,22,1.8,1.3,0.8,5.2,0
42262.45833,22,1.6,1.3,0.8,5.1,0
42262.5,22,1.8,1.3,0.8,5.2,0
42262.54167,22,1.9,1.4,0.9,5.5,0
42262.58333,22.1,1.7,1.5,0.9,5.5,0
42262.625,22.1,1.9,1.5,1,5.7,0
42262.66667,22,1.9,1.5,1,5.6,0
42262.70833,22,1.8,1.4,0.9,5.4,0
42262.75,22,1.6,1.2,0.8,5.2,0
42262.79167,22.1,1.7,1.2,0.8,5.2,0
42262.83333,22.1,1.4,1.2,0.7,5.2,0
42262.875,22.1,1.7,1,0.7,5.2,0
42262.91667,22.1,1.2,0.9,0.6,5,0
42262.95833,22.1,1.4,1,0.6,5.1,0
42263,22.1,1.4,1.1,0.7,5,0
42263.04167,22,1.6,1.1,0.7,5,0
42263.08333,22,1.8,1.2,0.8,5.6,0
42263.125,22,1.7,1.2,0.7,5.5,0
42263.16667,21.9,1.9,1.3,0.8,5.7,0
42263.20833,21.9,1.7,1.2,0.8,5.6,0
42263.25,21.9,1.5,1.2,0.8,5.4,0
42263.29167,22,1.7,1.2,0.8,5.2,0
42263.33333,22,1.4,1.2,0.8,5.2,0
42263.375,22,1.8,1.2,0.8,5.2,0
42263.41667,22,1.9,1.2,0.8,5.2,0
42263.45833,22,1.7,1.2,0.7,5.1,0
42263.5,22,1.6,1.1,0.8,5.4,0
42263.54167,22,1.6,1.2,0.8,5.5,0
42263.58333,22,1.7,1.2,0.8,5.2,0
42263.625,22.1,1.6,1.2,0.8,5.4,0
42263.66667,22,1.5,1.1,0.7,5.3,0
42263.70833,22,1.5,1.1,0.7,5.1,0
42263.75,22,1.6,1.1,0.7,5.2,0
42263.79167,22,1.4,1.1,0.7,5.2,0
42263.83333,22,1.6,1,0.6,4.8,0
42263.875,21.9,1.5,1,0.7,5,0
42263.91667,21.9,1.4,1,0.7,4.9,0
42263.95833,21.9,1.3,1,0.7,4.9,0
42264,21.9,1.5,1.1,0.7,5,0
42264.04167,21.9,1.5,1.1,0.7,5.1,0
42264.08333,21.9,1.6,1.2,0.8,4.9,0
42264.125,21.9,1.8,1.2,0.8,5.1,0
42264.16667,21.9,1.9,1.3,0.8,5,0
42264.20833,21.9,1.8,1.3,0.9,5.1,0
42264.25,21.9,2,1.4,0.9,5,0
42264.29167,21.8,2.1,1.4,0.9,5.1,0
42264.33333,21.8,2.2,1.6,1,5.3,0
42264.375,21.6,2.2,1.6,1.1,5.3,0
42264.41667,21.6,2.1,1.6,1.1,5.7,0
42264.45833,21.5,1.9,1.6,1,5.6,0
42264.5,21.6,2.2,1.7,1,5.7,0
42264.54167,21.6,2.4,1.8,1.1,5.7,0
42264.58333,21.6,2.6,1.8,1.1,5.6,0
42264.625,21.5,2.5,1.8,1.2,5.7,0
42264.66667,21.5,2.3,1.7,1,5.7,0
42264.70833,21.5,2.4,1.7,1.1,5.6,0
42264.75,21.5,2.2,1.7,1.1,5.8,0
42264.79167,21.5,2.2,1.6,1,6.1,0
42264.83333,21.4,2.3,1.5,0.9,5.8,0
42264.875,21.4,2.2,1.6,1,5.7,0
42264.91667,21.4,2.1,1.5,0.9,5.8,0
42264.95833,21.4,1.9,1.5,1,5.8,0
42265,21.4,2.1,1.5,1,5.5,0
42265.04167,21.4,1.9,1.6,1,5.7,0
42265.08333,21.2,2.4,1.6,1,5.6,0
42265.125,21.2,2.2,1.5,1,5.5,0
42265.16667,21.3,2.1,1.5,1,5.4,0
42265.20833,21.4,2.3,1.5,0.9,5.3,0
42265.25,21.4,2,1.5,1,5.4,0
42265.29167,21.4,2.2,1.5,1,5.5,0
42265.33333,21.4,2.5,1.6,1,5.6,0
42265.375,21.5,1.9,1.4,0.9,5.2,0
42265.41667,21.3,1.7,1.3,0.9,5.4,0
42265.45833,21.3,1.8,1.3,0.9,5.3,0
42265.5,21.3,1.8,1.3,0.8,5.2,0
42265.54167,21.3,2,1.4,0.9,5.4,0
42265.58333,21.4,1.8,1.4,0.9,5.2,0
42265.625,21.4,1.8,1.3,0.8,5.2,0
42265.66667,21.4,1.9,1.3,0.8,5.1,0
42265.70833,21.4,1.8,1.3,0.8,5.2,0
42265.75,21.4,1.9,1.2,0.8,5,0
42265.79167,22,1.5,1.2,0.8,5,0
42265.83333,22,1.6,1.3,0.8,5,0
42265.875,22,1.7,1.1,0.7,5.1,0
42265.91667,21.9,1.5,1,0.7,5.1,0
42265.95833,21.9,1.4,1.1,0.7,5.2,0
42266,21.9,1.5,1,0.7,5.1,0
42266.04167,21.9,1.4,1.1,0.7,5.4,0
42266.08333,21.9,1.5,1,0.7,5.3,0
42266.125,22,1.4,1.1,0.7,5.1,0
42266.16667,21.9,1.1,0.9,0.6,4.9,0
42266.20833,21.9,1.2,0.9,0.6,5.1,0
42266.25,21.9,1.2,1,0.6,5,0
42266.29167,21.9,1.4,0.9,0.6,5.3,0
42266.33333,21.9,1.4,1,0.6,5.2,0
42266.375,21.8,1.2,0.9,0.6,5.2,0
42266.41667,21.8,1.3,0.9,0.6,5.3,0
42266.45833,21.9,1.3,0.9,0.6,5.4,0
42266.5,21.9,0.9,0.8,0.5,5.3,0
42266.54167,22,1.1,0.8,0.5,5.2,0
42266.58333,22.1,1.3,0.9,0.5,5.7,0
42266.625,22.1,1.3,1,0.6,6.3,0
42266.66667,22.2,1.4,1,0.6,6.4,0
42266.70833,22.1,1.4,1,0.6,6.4,0
42266.75,22.1,1.2,0.9,0.5,6.5,0
42266.79167,22,1.2,0.9,0.6,6.6,0
42266.83333,22,1.1,0.8,0.5,6.6,0
42266.875,22,1.1,0.8,0.5,6.7,0
42266.91667,22,1,0.8,0.5,6.5,0
42266.95833,21.9,1,0.7,0.5,6.6,0
42267,21.9,1.1,0.8,0.5,6.4,0
42267.04167,22,1.1,0.9,0.5,7,0
42267.08333,22,1,0.8,0.5,6.8,0
42267.125,21.9,1.2,0.9,0.6,6.9,0
42267.16667,21.8,1.6,0.9,0.6,7.2,0
42267.20833,21.8,1.1,0.8,0.5,7.1,0
42267.25,21.8,1.1,0.9,0.5,6.9,0
42267.29167,21.8,1.2,0.8,0.5,7.2,0
42267.33333,21.9,1.2,0.9,0.6,6.9,0
42267.375,22,1.1,0.8,0.5,6.9,0
42267.41667,22.1,1,0.9,0.5,6.9,0
42267.45833,22.1,1,0.8,0.5,6.8,0
42267.5,22.2,0.9,0.7,0.5,6.4,0
42267.54167,22.6,0.8,0.8,0.5,6.8,0
42267.58333,22.6,1,0.7,0.4,6.8,0
42267.625,22.7,1,0.8,0.5,7.1,0
42267.66667,22.5,1,0.8,0.5,7.2,0
42267.70833,22.4,0.8,0.6,0.4,6.8,0
42267.75,22.3,0.8,0.6,0.4,6.9,0
42267.79167,22.4,0.9,0.6,0.4,7,0
42267.83333,22.3,0.8,0.6,0.4,6.6,0
42267.875,22.3,0.9,0.6,0.4,6.9,0
42267.91667,22.3,0.9,0.7,0.5,6.9,0
42267.95833,22.3,0.9,0.6,0.4,6.8,0
42268,22.3,1,0.6,0.4,6.4,0
42268.04167,22.1,0.8,0.6,0.4,6.4,0
42268.08333,22,0.9,0.6,0.4,6.2,0
42268.125,22,0.7,0.6,0.4,6.3,0
42268.16667,22,0.7,0.6,0.4,6,0
42268.20833,21.9,0.8,0.6,0.3,5.9,0
42268.25,21.9,0.8,0.5,0.3,6,0
42268.29167,21.9,0.7,0.5,0.3,6.1,0
42268.33333,21.9,0.8,0.6,0.3,5.7,0
42268.375,23.9,0.6,0.5,0.3,5.8,0
42268.41667,24.1,0.6,0.5,0.3,6,0
42268.45833,24.4,0.7,0.6,0.3,5.7,0
42268.5,24.6,0.7,0.5,0.3,6,0
42268.54167,24.9,0.7,0.5,0.3,5.3,0
42268.58333,24.8,0.7,0.5,0.3,5.6,0
42268.625,24.9,0.6,0.5,0.3,5,0
42268.66667,24.6,0.6,0.5,0.3,5.1,0
42268.70833,24.6,0.6,0.4,0.3,5,0
42268.75,24.6,0.6,0.5,0.3,4.9,0
42268.79167,24.4,0.5,0.4,0.3,5,0
42268.83333,24.6,0.5,0.4,0.2,4.9,0
42268.875,24.8,0.6,0.4,0.3,4.8,0
42268.91667,25,0.5,0.4,0.3,5.2,0
42268.95833,25,0.6,0.4,0.3,5.2,0
42269,25,0.7,0.5,0.3,5.2,0
42269.04167,24.8,0.6,0.5,0.3,5.1,0
42269.08333,24.7,0.7,0.5,0.4,5.1,0
42269.125,24.6,0.8,0.5,0.3,4.7,0
42269.16667,24.5,0.8,0.6,0.4,4.9,0
42269.20833,24.5,0.8,0.5,0.4,4.7,0
42269.25,24.5,0.7,0.6,0.4,4.5,0
42269.29167,24.5,0.7,0.5,0.3,4.7,0
42269.33333,24.6,0.7,0.5,0.3,4.8,0
42269.375,24.5,0.7,0.5,0.3,4.5,0
42269.41667,24.6,2,0.8,0.5,7,0
42269.45833,23.1,0.8,0.5,0.3,4.7,0
42269.5,23.7,0.7,0.5,0.4,4.8,0
42269.54167,23.9,0.7,0.6,0.4,4.6,0
42269.58333,24.1,0.8,0.6,0.4,4.5,0
42269.625,23.9,0.8,0.6,0.4,4.6,0
42269.66667,23.9,0.9,0.7,0.4,4.7,0
42269.70833,23.9,0.9,0.7,0.4,4.7,0
42269.75,23.8,0.8,0.6,0.4,4.7,0
42269.79167,24,0.9,0.6,0.4,4.8,0
42269.83333,23.7,0.9,0.6,0.4,4.9,0
42269.875,23.6,0.8,0.7,0.4,4.8,0
42269.91667,23.5,1,0.6,0.4,4.7,0
42269.95833,23.1,0.8,0.6,0.4,4.8,0
42270,23.2,0.9,0.6,0.4,4.9,0
42270.04167,23.2,0.8,0.6,0.4,4.5,0
42270.08333,23.1,0.8,0.6,0.4,4.6,0
42270.125,23.1,0.8,0.6,0.4,4.5,0
42270.16667,23.1,0.9,0.7,0.4,4.9,0
42270.20833,23.2,1,0.8,0.5,5.2,0
42270.25,23.2,1,0.8,0.5,5.2,0
42270.29167,23.2,1,0.8,0.5,5.2,0
42270.33333,23.1,0.9,0.7,0.5,5.1,0
42270.375,23.1,1.1,0.8,0.5,5.2,0
42270.41667,23.2,1,0.8,0.5,5.1,0
42270.45833,23.3,1.2,0.9,0.5,5.4,0
42270.5,23.5,1.1,0.8,0.6,5.8,0
42270.54167,23.5,1.1,0.9,0.6,5.7,0
42270.58333,23.7,1.3,0.9,0.5,5.6,0
42270.625,23.6,1.1,0.8,0.5,5.5,0
42270.66667,23.5,1,0.7,0.4,5.2,0
42270.70833,23.4,1,0.7,0.4,5.1,0
42270.75,23.4,0.9,0.6,0.4,5.1,0
42270.79167,23.4,1,0.6,0.4,5.2,0
42270.83333,23.3,0.7,0.5,0.4,4.8,0
42270.875,23.3,0.8,0.6,0.4,4.9,0
42270.91667,23.1,0.7,0.5,0.3,4.8,0
42270.95833,23.1,0.8,0.6,0.4,4.1,0
42271,23.1,0.9,0.7,0.5,3.9,0
42271.04167,23.1,1.5,0.9,0.6,4.1,0
42271.08333,23.2,1.3,1,0.6,4.4,0
42271.125,23.2,1.4,1.1,0.7,4.5,0
42271.16667,23.1,1.5,1.2,0.8,4.7,0
42271.20833,23.1,1.6,1.2,0.8,4.8,0
42271.25,23,1.7,1.3,0.8,5,0
42271.29167,23,1.8,1.3,0.9,5.3,0
42271.33333,23.1,1.8,1.2,0.8,5.3,0
42271.375,23.1,2,1.5,1,5.5,0
42271.41667,23.3,1.9,1.6,1.1,5.9,0
42271.45833,23.3,2,1.5,1,5.8,0
42271.5,23.2,2.2,1.6,1,5.5,0
42271.54167,23.2,2.4,1.8,1.1,5.6,0
42271.58333,23.2,2.5,1.7,1.1,5.4,0
42271.625,23.3,2.5,1.8,1.2,5.6,0
42271.66667,23.3,3,1.7,1.1,5.5,0
42271.70833,23.3,2.6,1.8,1.1,5.7,0
42271.75,23.3,2.3,1.7,1.1,5.6,0
42271.79167,23.4,2.6,1.8,1.1,5.8,0
42271.83333,23.4,2.4,1.7,1.1,5.7,0
42271.875,23.4,1.8,1.5,1,5.7,0
42271.91667,23.4,2,1.5,1,5.7,0
42271.95833,23.4,1.9,1.2,0.8,5.3,0
42272,23.4,1.8,1.3,0.8,5.7,0
42272.04167,23.4,1.9,1.3,0.8,5.8,0
42272.08333,23.4,2,1.3,0.8,5.6,0
42272.125,23.3,2.2,1.4,0.9,6.3,0
42272.16667,23.4,2.3,1.6,1.1,6.4,0
42272.20833,23.3,2,1.4,0.9,6,0
42272.25,23.3,2,1.3,0.8,5.7,0
42272.29167,23.2,2,1.4,0.9,5.8,0
42272.33333,23.2,2.4,1.5,0.9,5.7,0
42272.375,23.2,1.8,1.4,0.9,5.6,0
42272.41667,23.3,2,1.3,0.8,5.5,0
42272.45833,23.2,1.7,1.2,0.8,5.3,0
42272.5,23.3,1.6,1.1,0.7,5.2,0
42272.54167,23.3,1.5,1.1,0.7,5.2,0
42272.58333,23.3,1.3,1.1,0.7,5.1,0
42272.625,23.3,1.4,1,0.6,5.2,0
42272.66667,23.3,1.5,1.1,0.7,5.2,0
42272.70833,23.2,1.5,1,0.7,5,0
42272.75,23.2,1.3,1,0.6,5.1,0
42272.79167,23.2,1.3,1,0.6,5,0
42272.83333,23.2,1.4,1,0.6,5.3,0
42272.875,23.2,1.3,0.9,0.5,5,0
42272.91667,23.2,1.1,0.9,0.6,5.3,0
42272.95833,23,1.1,0.8,0.5,5.3,0
42273,23.1,1.3,0.9,0.6,5.2,0
42273.04167,23.1,1.3,0.8,0.5,5.4,0
42273.08333,22.9,1.2,0.8,0.5,5,0
42273.125,22.9,1.1,0.8,0.5,5.2,0
42273.16667,23.1,0.9,0.7,0.4,5.1,0
42273.20833,23.1,0.9,0.7,0.4,5,0
42273.25,23.1,1,0.7,0.4,5,0
42273.29167,23,0.8,0.6,0.4,4.8,0
42273.33333,23,0.7,0.6,0.4,4.5,0
42273.375,23,0.7,0.5,0.3,4.8,0
42273.41667,23,0.8,0.6,0.4,4.6,0
42273.45833,23,0.7,0.5,0.3,4.6,0
42273.5,23.3,0.9,0.5,0.4,4.6,0
42273.54167,23.4,0.7,0.5,0.3,4.5,0
42273.58333,23.5,0.7,0.5,0.3,4.6,0
42273.625,23.2,0.6,0.4,0.3,5,0
42273.66667,23.2,0.6,0.4,0.3,4.8,0
42273.70833,23.2,0.6,0.4,0.3,4.8,0
42273.75,23.2,0.5,0.4,0.2,4.6,0
42273.79167,23.1,0.6,0.4,0.3,4.5,0
42273.83333,23,0.5,0.4,0.2,4.1,0
42273.875,23,0.5,0.4,0.2,4.3,0
42273.91667,22.9,0.5,0.4,0.2,4,0
42273.95833,22.9,0.6,0.4,0.3,3.9,0
42274,22.9,0.5,0.4,0.3,3.8,0
42274.04167,22.9,0.5,0.4,0.2,3.9,0
42274.08333,22.9,0.5,0.4,0.2,3.8,0
42274.125,22.9,0.5,0.3,0.2,3.7,0
42274.16667,23,0.4,0.3,0.2,3.8,0
42274.20833,22.9,0.5,0.3,0.2,4,0
42274.25,22.8,0.5,0.4,0.2,4.1,0
42274.29167,22.9,0.5,0.4,0.2,4.4,0
42274.33333,22.9,0.6,0.4,0.3,4.1,0
42274.375,22.9,0.7,0.5,0.3,3.8,0
42274.41667,22.9,0.7,0.5,0.4,3.8,0
42274.45833,23,0.8,0.6,0.4,3.9,0
42274.5,23.1,0.9,0.6,0.4,3.9,0
42274.54167,23.1,1,0.7,0.4,4.1,0
42274.58333,23.2,1,0.6,0.4,4.2,0
42274.625,23.2,0.8,0.6,0.4,4.3,0
42274.66667,23.2,0.9,0.6,0.4,4.3,0
42274.70833,23.1,0.7,0.5,0.4,4.3,0
42274.75,23.1,0.8,0.6,0.4,4.5,0
42274.79167,23.2,0.7,0.5,0.4,4.4,0
42274.83333,23.1,0.7,0.6,0.4,4.4,0
42274.875,23.1,0.7,0.5,0.4,4.4,0
42274.91667,23.1,0.9,0.5,0.3,4.3,0
42274.95833,23.2,0.7,0.5,0.3,4.1,0
42275,23.2,0.7,0.5,0.3,4.1,0
42275.04167,23.2,0.5,0.4,0.3,4.1,0
42275.08333,23.1,0.7,0.5,0.3,4.2,0
42275.125,23.1,0.6,0.4,0.3,4.2,0
42275.16667,23,0.6,0.4,0.3,4.3,0
42275.20833,23,0.6,0.4,0.3,4.4,0
42275.25,23,0.5,0.4,0.2,4.3,0
42275.29167,22.9,0.6,0.4,0.3,4.3,0
42275.33333,22.9,0.6,0.4,0.3,4.2,0
42275.375,23,0.5,0.4,0.2,4.4,0
42275.41667,23,0.5,0.4,0.2,4.2,0
42275.45833,23,0.6,0.4,0.2,4,0
42275.5,23.1,0.6,0.4,0.3,4.1,0
42275.54167,23.2,0.6,0.4,0.2,3.9,0
42275.58333,23.3,0.6,0.4,0.3,3.8,0
42275.625,23.3,0.6,0.4,0.2,3.4,0
42275.66667,23.2,0.5,0.4,0.3,3.2,0
42275.70833,23.3,0.5,0.4,0.3,3.3,0
42275.75,23.2,0.4,0.3,0.2,3.3,0
42275.79167,23,0.4,0.3,0.2,3.4,0
42275.83333,22.9,0.5,0.3,0.2,3.5,0
42275.875,22.8,0.5,0.4,0.2,3.6,0
42275.91667,22.8,0.6,0.4,0.2,3.5,0
42275.95833,22.8,0.5,0.4,0.2,3.5,0
42276,22.9,0.5,0.4,0.2,3.5,0
42276.04167,23,0.5,0.4,0.2,3.5,0
42276.08333,23,0.5,0.4,0.2,3.5,0
42276.125,23.1,0.6,0.4,0.3,3.5,0
42276.16667,23.1,0.4,0.3,0.2,3.8,0
42276.20833,23.1,0.4,0.3,0.2,3.8,0
42276.25,23,0.7,0.5,0.3,3.6,0
42276.29167,23,0.8,0.6,0.4,3.7,0
42276.33333,22.9,0.9,0.7,0.5,4.1,0
42276.375,22.8,1.2,1,0.7,4.8,0
42276.41667,22.7,1.9,1.3,0.8,5.6,0
42276.45833,22.7,2.1,1.5,0.9,5.8,0
42276.5,22.7,2.3,1.6,1,6,0
42276.54167,22.7,2.3,1.5,1,5.7,0
42276.58333,22.7,2.2,1.7,1.1,5.7,0
42276.625,22.7,2.5,1.7,1.1,5.9,0
42276.66667,22.6,2.2,1.5,1,5.7,0
42276.70833,22.7,2.2,1.4,0.9,5.6,0
42276.75,22.6,1.9,1.4,0.8,5.7,0
42276.79167,22.6,1.6,1.3,0.8,5.5,0
42276.83333,22.6,1.6,1.1,0.7,5.3,0
42276.875,22.7,1.3,1,0.6,5.2,0
42276.91667,22.6,1.3,0.9,0.6,5,0
42276.95833,22.6,1.5,1,0.6,5.4,0
42277,22.7,1.3,1,0.7,5.1,0
42277.04167,22.7,1.4,1,0.6,5.2,0
42277.08333,22.7,1.6,1.1,0.7,5.3,0
42277.125,22.6,1.4,0.9,0.6,4.9,0
42277.16667,22.6,1.3,0.9,0.6,4.7,0
42277.20833,22.6,1.3,0.9,0.6,5,0
42277.25,22.6,1.5,1,0.6,4.7,0
42277.29167,22.5,1.3,1,0.6,4.7,0
42277.33333,22.6,1.3,1,0.7,4.7,0
42277.375,22.6,1.6,1.1,0.7,5,0
42277.41667,22.6,1.5,1.2,0.7,5,0
42277.45833,22.6,1.8,1.2,0.8,5.5,0
42277.5,22.6,1.8,1.3,0.9,5.9,0
42277.54167,22.7,2,1.4,0.9,5.8,0
42277.58333,22.8,1.8,1.2,0.8,5.6,0
42277.625,22.8,1.7,1.3,0.8,5.9,0
42277.66667,22.8,1.6,1.3,0.8,5.9,0
42277.70833,22.7,2,1.3,0.8,5.8,0
42277.75,22.7,1.3,1.1,0.7,5.7,0
42277.79167,22.7,1.4,1.2,0.7,5.5,0
